# spec: extract-format.md
# sha256: 1a7c7365e8b2366cb668aaea435afa12f8c9ecc1aaa33fe5807dd10788737daa
# generated: 2026-09-03 (re-stamped after rename; rows from the 2026-09-02 review)
subject	kind	status	claim	section	anchor
extracted_at	definition		The manifest records `extracted_at` as an ISO 8601 UTC timestamp.	manifest.json	"extracted_at": "2026-09-02T18:04:11Z",
bounds_km	definition		`bounds_km` holds `sw` and `ne` coordinate pairs.	manifest.json	"bounds_km": { "sw": [-600, -560], "ne": [380, 1130] },
authored_bounds_m	definition		`authored_bounds_m` holds `min_x`, `min_z`, `max_x` and `max_z` in metres.	manifest.json	"authored_bounds_m": { "min_x": -418619.19,
crop_m	definition		`crop_m` is null when no crop box was given.	manifest.json	"crop_m": null,
grid	definition		`grid` holds `cell_size`, `origin_x`, `origin_z`, `height`, `width` and `tile_size`.	manifest.json	"cell_size": 50,
grid	definition		`grid.height` is the row count and `grid.width` the column count.	manifest.json	"height": 8901,
sea tile omission	definition		The manifest records the `omit_sea_tiles` flag.	manifest.json	"omit_sea_tiles": true,
layers	definition		`layers` records `dtype`, `nodata`, `unit` and `pass` for each layer.	manifest.json	"height":  { "dtype": "i16", "nodata": -32768, "unit": "m",     "pass": "hook" },
water layer	definition		The manifest lists `water` with unit `class`, nodata 255, pass hook.	manifest.json	"water":   { "dtype": "u8",  "nodata": 255,
surface layer	definition		The manifest lists `surface` with unit `enum`, nodata 0, pass mission.	manifest.json	"surface": { "dtype": "u8",  "nodata": 0,
passes	definition		`passes.<name>` records `complete`, `started_at`, `finished_at` and `frames`.	manifest.json	"hook":    { "complete": true,
passes	definition		An unstarted pass has `complete` false, null timestamps and zero frames.	manifest.json	"mission": { "complete": false, "started_at": null,
manifest.tiles	definition		Each `tiles` entry holds `layer`, `tx`, `tz`, `path`, `min` and `max`.	manifest.json	{ "layer": "height", "tx": 0, "tz": 0, "path": "tiles/height/0_0.bin", "min": -3, "max": 412 }
tables	definition		`tables` maps each table name to its file name in the directory.	manifest.json	"config": "config.json", "airdromes": "airdromes.json", "runways": "runways.json",
timing_ms	definition		`timing_ms` records per-sweep elapsed milliseconds, including a `presweep` entry.	manifest.json	"timing_ms": { "presweep": 58000,
notes	definition		`notes` is an array, empty by default.	manifest.json	"notes": []
format_version	behavior		`format_version` is bumped on any incompatible change.	manifest.json	- `format_version` is bumped on any incompatible change; `pack` refuses a
format_version	behavior		`pack` refuses a format version it does not know.	manifest.json	version it does not know.
dcs_build	dependency		`dcs_build` and `dcs_build_timestamp` are `version` and `timestamp` from `autoupdate.cfg` at the install root.	manifest.json	- `dcs_build` and `dcs_build_timestamp` are `version` and `timestamp`
autoupdate.cfg	dependency		The hook reads the install root through `lfs.currentdir()`.	manifest.json	from `autoupdate.cfg` at the install root, which the hook reads
dcs_build	definition		`dcs_build` and `dcs_build_timestamp` identify the DCS core build.	manifest.json	through `lfs.currentdir()`. They identify the DCS core build.
terrain_fingerprint	definition		`terrain_fingerprint` identifies the terrain module's data, which updates on its own schedule.	manifest.json	- `terrain_fingerprint` identifies the terrain module's data, which
terrain_fingerprint	dependency		Terrain data can change heights, roads and scenery under an unchanged `dcs_build`.	manifest.json	under an unchanged `dcs_build`. The three files are
terrain files	dependency		The fingerprinted files are `Mods/terrains/<terrain_dir>/Surface/<id>.surface5`, `Mods/terrains/<terrain_dir>/roads/<id>.rn4` and `Mods/terrains/<terrain_dir>/Scenes/<id>.scn5`.	manifest.json	`Mods/terrains/<terrain_dir>/Surface/<id>.surface5`,
terrain files	definition		`<id>` is the theatre id and `<terrain_dir>` is the directory name from the extractor config.	manifest.json	theatre id and `<terrain_dir>` is the directory name from the
terrain files	dependency		`terrain_dir` is `Sinai` for `SinaiMap`, `GermanyColdWar` for `GermanyCW` and `MarianasWWII` for `MarianaIslandsWWII`; the file base names use the id.	manifest.json	extractor config (`Sinai` for `SinaiMap`, `GermanyColdWar` for
terrain files	dependency		Directory-name case does not matter on Windows.	manifest.json	names use the id). Directory-name case does not matter on Windows.
terrain_fingerprint	behavior		For each file the hook records the file size from `lfs.attributes(path, "size")`, the little-endian `u64` at bytes 8–15 of the container header, and the SHA-256 of the first 1 MiB.	manifest.json	For each file the hook records the file size from
terrain_fingerprint	constraint		Hook-state file handles have no `seek`.	manifest.json	`lfs.attributes(path, "size")` (hook-state file handles have no
payload_size	definition		The `u64` at bytes 8–15 is the container's own payload-size field, which is smaller than the file for `.surface5` and `.scn5`.	manifest.json	(the container's own payload-size field, which is smaller than the
terrain_fingerprint	behavior		Header and head are taken from one `read` of the file head.	manifest.json	all taken from one `read` of the file head. `digest` is
digest	definition		`digest` is the first 8 hex characters of the SHA-256 over the three `head_sha256` values concatenated.	manifest.json	the first 8 hex characters of the SHA-256 over the three `head_sha256`
digest	behavior		`digest` is the short id used in file names.	manifest.json	values concatenated, and is the short id used in file names. Hashing
terrain_fingerprint	constraint		Hashing 1 MiB is instant; hashing the 6 GB surface file is not.	manifest.json	1 MiB is instant; hashing the 6 GB surface file is not, and the header
terrain_fingerprint	dependency		The container header and head change whenever the terrain is rebuilt.	manifest.json	and head change whenever the terrain is rebuilt. The hook needs a
sha-256	dependency		The hook needs SHA-256 in pure Lua 5.1: the hook state has no `bit` library and no `string.pack`.	manifest.json	SHA-256 in pure Lua 5.1: the hook state has no `bit` library and no
sha-256	constraint		Use the arithmetic SHA-256 implementation and test it against a known vector.	manifest.json	`string.pack`; use the arithmetic implementation and test it against a
bounds_km	dependency		`bounds_km` is `GetTerrainConfig("SW_bound")[1], [3]` and `NE_bound` likewise, in kilometres.	manifest.json	- `bounds_km` is `GetTerrainConfig("SW_bound")[1], [3]` and `NE_bound`
authored_bounds_m	dependency		`authored_bounds_m` is `nodesMapBorders` from the theatre's `entry.lua` when the extractor is given it in config, recorded as `authored_bounds_source: "config"`.	manifest.json	- `authored_bounds_m` is `nodesMapBorders` from the theatre's `entry.lua`
pre-sweep	behavior		Without configured bounds, `authored_bounds_m` is the bounding rectangle, expanded by 10 km, of the authored cells of a 5 km pre-sweep over the bounds rectangle.	manifest.json	expanded by 10 km, of the authored cells of a 5 km pre-sweep over the
authored_bounds_source	definition		`authored_bounds_source` is `"presweep"` when `authored_bounds_m` came from the pre-sweep.	manifest.json	bounds rectangle (`authored_bounds_source: "presweep"`). A cell is
authored_bounds_m	constraint		Either `authored_bounds_m` rectangle can include a fill margin; on Caucasus 3.2 % of a 1 km lattice inside `nodesMapBorders` reads the fill value.	manifest.json	rectangle can include a fill margin (on Caucasus 3.2 % of a 1 km
authored_bounds_m	constraint		`authored_bounds_m` bounds the sweep and does not by itself mark valid terrain; the per-cell fill test and fill-tile omission do.	manifest.json	lattice inside `nodesMapBorders` reads the fill value), so it bounds
crop_m	definition		`crop_m` is the user's bounding box when one was given, else null.	manifest.json	fill-tile omission do. `crop_m` is the
grid origin	behavior		The extractor computes `grid.origin_*` and extents from `crop_m`, else `authored_bounds_m`.	manifest.json	`crop_m`, else `authored_bounds_m`, snapped
grid origin	constraint		The grid bounds are snapped outward to a multiple of `cell_size`.	manifest.json	outward to a multiple of `cell_size`. `cell_size` is 50 in every
grid	constraint		`cell_size` is 50 in every extract.	manifest.json	extract; a coarser packed base is `pack`'s choice. The manifest records the result;
grid	nongoal		A coarser packed base is `pack`'s choice, not the extractor's.	manifest.json	extract; a coarser packed base is `pack`'s choice. The manifest records the result;
grid origin	constraint		`pack` never recomputes the grid.	manifest.json	`pack` never recomputes it.
manifest.tiles	constraint		`tiles` lists every tile file present with per-tile `min` and `max` over non-nodata samples.	manifest.json	- `tiles` lists every tile file present, with per-tile `min` and `max`
tile min max	definition		`min` and `max` are null when every sample in the tile is nodata.	manifest.json	over non-nodata samples (null when every sample is nodata). The
tiles.jsonl	behavior		The extractor appends one line per written tile to `tiles.jsonl`, the same object as a `tiles` entry.	manifest.json	extractor appends one line per written tile to `tiles.jsonl`, the
manifest.tiles	behavior		The extractor writes `tiles` into the manifest at the end of each pass and at every phase change.	manifest.json	at the end of each pass and at every phase change. When the journal
pass completion	definition		`passes.<name>.complete` is true only when every tile and table of that pass has been written.	manifest.json	- `passes.<name>.complete` is true only when every tile and table of that
allow-partial	behavior		`pack` packs an incomplete hook pass only with `--allow-partial`.	manifest.json	pass has been written. `pack` packs an incomplete hook pass only with
mission pass	behavior		An incomplete mission pass is normal and leaves `surface` and `scenery` absent from the packed file.	manifest.json	`--allow-partial`; an incomplete mission pass is normal and simply
json encoding	constraint		All JSON files are UTF-8 with one document per file.	Tables	All JSON files are UTF-8, one document per file, keys as below. Numbers
number precision	constraint		Numbers are written with `%.17g` so they round-trip a double.	Tables	are written with enough precision to round-trip a double (`%.17g`).
config.json	definition		`config.json` holds `id`, `bounds_km`, `default_bullseye`, `sea_enabled`, `default_camera_km`, `summer_time_delta`, `shape`, `crs`, `latlon_samples` and `fill`.	Tables	**config.json**: `id`, `bounds_km`, `default_bullseye` (`{blue: {x, z},
default_camera_km	definition		`default_camera_km` is `[x, alt, z]` and `default_bullseye` has `blue` and `red` points.	Tables	red: {x, z}}`), `sea_enabled`, `default_camera_km` (`[x, alt, z]`),
shape	dependency		`shape` is the `getTerrainShpare()` string.	Tables	`summer_time_delta`, `shape` (the `getTerrainShpare()` string), `crs`
crs	definition		`crs` is an object with a `proj4` string and fitted parameters when given, else null.	Tables	(object with `proj4` string and the fitted parameters when the extractor
latlon_samples	definition		`latlon_samples` is 20 `{x, z, lat, lon}` entries from `terrain.convertMetersToLatLon` on a regular lattice inside the grid.	Tables	was given them, else null), `latlon_samples`: 20 entries `{x, z, lat,
latlon_samples	goal		`pack` uses `latlon_samples` to verify or fit the projection.	Tables	grid, for `pack` to verify or fit the projection; `fill`: `{height,
fill	definition		`config.json.fill` is `{height, water, seabed, samples: [{x, z, height, water, seabed}]}`, the fill triple the theatre returns outside its terrain.	Tables	water, seabed, samples: [{x, z, height, water, seabed}]}`, the fill
fill	behavior		The fill triple is measured at three points 500 km outside the bounds rectangle.	Tables	points 500 km outside the bounds rectangle (`height` as returned,
fill	definition		In `fill`, `height` is as returned, `water` is the encoded class and `seabed` is as returned.	Tables	`water` as the encoded class, `seabed` as returned). The extractor uses
fill	goal		The extractor uses `fill` for the per-cell fill test and `pack` copies it into `meta`.	Tables	it for the per-cell fill test ("Tile binary layout") and `pack` copies
fill	constraint		The three fill samples must agree; the extractor logs, writes `fill: null` and skips the fill test when they do not.	Tables	logs, writes `fill: null` and skips the fill test when they do not.
airdromes.json	definition		`airdromes.json` is an array with id, name_id, code, display_name, names, x, z, lat, lon, civilian, abandoned, class and more.	Tables	**airdromes.json**: array of `{id, name_id, code, display_name, names, x,
airdromes.json	definition		Airdrome entries also carry runway_names, beacon_ids, radio_ids, roadnet, roadnet5, towers, warehouses, fueldepots and shelters.	Tables	z, lat, lon, civilian, abandoned, class, runway_names, beacon_ids,
airdromes.json	definition		Airdrome `id` is the numeric key of the entry in the `Airdromes` table.	Tables	shelters}`. `id` is the numeric key of the entry in the `Airdromes`
airdromes.json	dependency		Airdrome `id` is 25 for Kutaisi and equals `Airbase:getID()` in the mission state.	Tables	table (25 for Kutaisi; it equals `Airbase:getID()` in the mission
name_id	definition		`name_id` is the airdrome entry's own `id` field, a string such as `"KUTAISI"`.	Tables	state); `name_id` is the entry's own `id` field, a string (`"KUTAISI"`).
airdromes.json	definition		`towers`, `warehouses`, `fueldepots` and `shelters` are arrays of `"externalId:NNN"` strings as DCS gives them.	Tables	The last four are arrays of `"externalId:NNN"` strings as DCS gives
airdromes.json	dependency		Airdrome `x, z` come from `reference_point`, a `{x, y}` table whose `y` is z.	Tables	them. `x, z` from `reference_point` (`{x, y}`, `y` is z). Entries with
abandoned airdrome	behavior		Airdromes with `abandoned == true` are included and flagged.	Tables	`abandoned == true` are included and flagged.
runways.json	definition		`runways.json` is an array of airdrome_id, name, edge1_name, edge1_x, edge1_z, edge2_name, edge2_x, edge2_z, course.	Tables	**runways.json**: array of `{airdrome_id, name, edge1_name, edge1_x,
runways.json	dependency		Runways come from `terrain.getRunwayList(roadnet)` per airdrome with `course` in radians as returned.	Tables	`terrain.getRunwayList(roadnet)` per airdrome, `course` in radians as
stands.json	definition		`stands.json` is an array of airdrome_id, crossroad_index, name, flag, x, z and params.	Tables	**stands.json**: array of `{airdrome_id, crossroad_index, name, flag, x,
stands.json	definition		Stand `params` hold SHELTER, FOR_HELICOPTERS, FOR_AIRPLANES, WIDTH, LENGTH, HEIGHT.	Tables	z, params: {SHELTER, FOR_HELICOPTERS, FOR_AIRPLANES, WIDTH, LENGTH,
stands.json	dependency		Stands come from `terrain.getStandList(roadnet, [...])`.	Tables	HEIGHT}}`, from `terrain.getStandList(roadnet, [...])`.
beacons.json	definition		`beacons.json` is an array of beacon_id, callsign, display_name, type, frequency_hz, channel, direction, x, alt, z, lat, lon, scene_objects.	Tables	**beacons.json**: array of `{beacon_id, callsign, display_name, type,
beacons.json	dependency		Beacon `x, alt, z` are `position[1..3]`, a positional array.	Tables	from `terrain.getBeacons()`; `x, alt, z` are `position[1..3]` (a
beacons.json	dependency		Beacon `lat, lon` are `positionGeo.latitude/longitude`.	Tables	positional array), `lat, lon` are `positionGeo.latitude/longitude`;
beacons.json	dependency		Beacons come from `terrain.getBeacons()` and `channel` is null when absent; 27 of 164 Caucasus beacons carry one.	Tables	`channel` null when absent (27 of 164 Caucasus beacons carry one).
radio.json	definition		`radio.json` is an array of radio_id, callsigns, roles, frequencies_hz {hf, fm, vhf, uhf}, scene_objects.	Tables	**radio.json**: array of `{radio_id, callsigns, roles, frequencies_hz:
radio.json	dependency		Radio `frequency` is keyed `0..3`, each value a pair whose second element is the frequency in Hz, mapped to `hf`, `fm`, `vhf`, `uhf` in that order.	Tables	`frequency` is keyed `0..3`, each value a pair whose second element is
radio.json	dependency		Anapa's radio frequencies are 3.75, 38.4, 121 and 250 MHz.	Tables	the frequency in Hz (Anapa: 3.75, 38.4, 121, 250 MHz), mapped to `hf`,
callsigns	dependency		Radio `callsign` is an array of `{<lang> = {name, name}}` tables.	Tables	`fm`, `vhf`, `uhf` in that order. `callsign` is an array of
callsigns	definition		`callsigns` records the callsign as `{<lang>: name}` using the first name of each entry.	Tables	`{<lang>: name}` using the first name of each entry.
towns.json	definition		`towns.json` is an array of name, display_name, lat, lon, x, z from the theatre's `Map/towns.lua`.	Tables	**towns.json**: array of `{name, display_name, lat, lon, x, z}` from the
towns.lua	dependency		The extractor reads `towns.lua` at the config-given path with `dofile` in a sandboxed environment.	Tables	theatre's `Map/towns.lua` (path given in config; the extractor reads it
towns.json	dependency		Town `x, z` come from `terrain.convertLatLonToMeters`.	Tables	`terrain.convertLatLonToMeters`.
nodes.json	definition		`nodes.json` is an array of id, name, red {x, z}, blue {x, z} from `MissionGenerator/nodes.lua`.	Tables	**nodes.json**: array of `{id, name, red: {x, z}, blue: {x, z}}` from
nodes.json	dependency		`nodes.lua` is read by the same sandboxed rule and positions are kept as given.	Tables	`MissionGenerator/nodes.lua`, same reading rule, positions as given.
roads.jsonl	definition		`roads.jsonl` and `railroads.jsonl` hold one JSON object per line.	Tables	**roads.jsonl** and **railroads.jsonl**: one JSON object per line.
seed line	definition		A seed line holds kind, id, x, z, snap_x, snap_z and snap_dist.	Tables	`{"kind": "seed", "id": n, "x": ..., "z": ..., "snap_x": ..., "snap_z": ...,
seed line	dependency		Each seed's snap comes from `getClosestPointOnRoads`.	Tables	`getClosestPointOnRoads` snap (`snap_x`, `snap_z`, `snap_dist` null
seed line	behavior		`snap_x`, `snap_z` and `snap_dist` are null when `getClosestPointOnRoads` returns nil, which it does where no road is reachable, as on open sea on Marianas.	Tables	when the call returns nil, which it does where no road is reachable,
seed line	constraint		A seed whose snap is null gets no paths.	Tables	as on open sea on Marianas; such a seed gets no paths), then `{"kind": "path", "from": seed_id,
path line	definition		A path line holds from, to and points for each `findPathOnRoads` result.	Tables	"to": seed_id, "points": [[x, z], ...]}` for each `findPathOnRoads` result,
nopath line	definition		A nopath line with from and to is written where `findPathOnRoads` returned nil.	Tables	and `{"kind": "nopath", "from": ..., "to": ...}` where it returned nil.
road seeds	definition		Seeds are a lattice at `road_seed_spacing` metres, default 1000, over the grid.	Tables	Seeds are a lattice at `road_seed_spacing` metres (default 1000) over the
road seeds	definition		Seeds also include every airdrome reference point and every town.	Tables	grid plus every airdrome reference point and every town. Paths are
road_seed_neighbours	definition		Paths are requested from each seed to its `road_seed_neighbours`, default 4, nearest seeds by snap point.	Tables	requested from each seed to its `road_seed_neighbours` (default 4) nearest
road_seed_neighbours	constraint		Each unordered seed pair is requested once.	Tables	seeds by snap point, each unordered pair once. Graph building is `pack`'s
road graph	nongoal		Graph building is `pack`'s job; the extractor records what the engine said.	Tables	job; the extractor records what the engine said.
scenery.jsonl	definition		`scenery.jsonl` holds one object per line with id, model, x, alt, z, obb and radius.	Tables	**scenery.jsonl** (mission pass): one object per line, `{"id": n,
obb	definition		`obb` holds w, d, rotation, cx, cz or is null; `radius` may be null.	Tables	"d": ..., "rotation": ..., "cx": ..., "cz": ...} | null, "radius": ... |
scenery.jsonl	dependency		`id`, `model` and position come from `world.searchObjects` over `Object.Category.SCENERY`.	Tables	null}`. `id`, `model`, position from `world.searchObjects` over
obb	dependency		`obb` and `radius` come from `terrain.getObjectsAtMapPoint(x, z)` at the object's position when it returns a matching `id`, else null.	Tables	`terrain.getObjectsAtMapPoint(x, z)` at the object's own position when
scenery dedup	constraint		Objects are unique by `id`; the extractor de-duplicates across overlapping search spheres.	Tables	by `id`; the extractor de-duplicates across overlapping search spheres.
scenery.jsonl	dependency		Objects whose hook `type` is 131072 (wires, power-line poles, cranes, walls) are not returned by `world.searchObjects`.	Tables	Objects whose hook `type` is 131072 (wires, power-line poles, cranes,
scenery.jsonl	constraint		Objects of hook `type` 131072 are absent from the extract.	Tables	walls) are not returned by `world.searchObjects` and are absent from
scenery_models.json	definition		`scenery_models.json` is the per-theatre model catalogue.	Tables	**scenery_models.json** (mission pass): the per-theatre model
scenery.jsonl	dependency		Scenery `id` is `obj:getName()`, a Lua number.	Tables	`Object.Category.SCENERY`: `id` is `obj:getName()`, a Lua number
scenery.jsonl	constraint		Scenery objects have no `getID`; `getName()` gives the numeric id (70741507).	Tables	(scenery objects have no `getID`; 70741507), `model` is `obj:getTypeName()`,
scenery.jsonl	dependency		Scenery `model` is `obj:getTypeName()`.	Tables	70741507), `model` is `obj:getTypeName()`,
scenery.jsonl	dependency		Scenery position is `obj:getPoint()` with `alt` its `y`.	Tables	position is `obj:getPoint()` with `alt` its `y`. `obb` and `radius` from
obb	dependency		`obb` and `radius` come from `terrain.getObjectsAtMapPoint(x, z)` at the object's position when it returns an entry whose `id` (a string of digits in the hook) equals `tostring` of the same number, else null.	Tables	that returns an entry whose `id` (a string of digits in the hook)
