# spec: design-and-facts.md
# sha256: da506cfeefcc9d8cf3fdf284ea86de7eb4dd3b7f60dbebeb339fd7186babccc7
# generated: 2026-09-03 (re-stamped after rename; rows from the 2026-09-02 review)
subject	kind	status	claim	section	anchor
dcs-api-bridge	dependency		The `dcs-api-bridge` MCP tools are `dcs_eval_in`, `dcs_reflect`, `dcs_ping` and `dcs_bridge_status`.	Sources you have	The `dcs-api-bridge` MCP tools (`dcs_eval_in`, `dcs_reflect`, `dcs_ping`,
bridge state	definition		`state: "hook"` is the bridge's own state.	Sources you have	`state: "hook"` is the bridge's
bridge state	definition		`state: "server"` is the mission-scripting state.	Sources you have	`state: "server"` is the mission-scripting state
bridge state	definition		`state: "gui"` is the Mission Editor.	Sources you have	is the Mission Editor.
dcs install	constraint		Never write into the DCS install.	Sources you have	Never write into the DCS install
terrain lifetime calls	constraint		Never call `terrain.Init`, `terrain.Create`, `terrain.Release`, `terrain.InitLight` or `terrain.getCrossParam` from a probe.	Sources you have	`terrain.Release`, `terrain.InitLight` or `terrain.getCrossParam` from a probe
terrain lifetime calls	dependency		The first four manage terrain lifetime and `getCrossParam` logs an error on a bare call.	Sources you have	the first four manage terrain lifetime and the last logs an error
call site reading	constraint		Read ED's call site for a function before calling it.	Sources you have	Read ED's call site for a function before calling it
phase sim rule	constraint		Make mission-state `land` and `world` calls only while `dcs_bridge_status` reports phase `sim`.	Sources you have	reports phase `sim`.**
menu crash	dependency		A `land.getHeight` in the `server` state at the main menu forces `Terrain.dll createGlobalLand` and crashes DCS.	Sources you have	main menu forces `Terrain.dll createGlobalLand` with no terrain
menu crash	dependency		The crash log is dated 2026-09-02 16:49:11 on this build.	Sources you have	crash log 2026-09-02 16:49:11
in-flight request	dependency		A request left in flight when DCS exits runs in the next DCS process at its first tick.	Sources you have	is executed by the next DCS process at its first tick
in-flight request	constraint		Clear `%LOCALAPPDATA%\Temp\DCS\dcs-api-eval` before every DCS restart.	Sources you have	`%LOCALAPPDATA%\Temp\DCS\dcs-api-eval` before every DCS restart
phase sim rule	constraint		Check phase before every `state: "server"` call.	Sources you have	phase before every `state: "server"` call
hook terrain at menu	dependency		Hook-side `terrain.*` calls at the menu are safe and return nil.	Sources you have	Hook-side `terrain.*` calls are
hook state	dependency		The hook state is Lua 5.1 with no `string.pack`, no `bit` library and no LuaJIT.	Sources you have	Hook-state facts **[measured]** on 2.9.29.27278: Lua 5.1 with no
hook state	dependency		`io.open` works but file handles expose only `read`, `write`, `lines`, `flush` and `close` (no `seek`).	Sources you have	handles expose only `read`, `write`, `lines`, `flush` and `close` (no
hook state	dependency		File sizes come from `lfs.attributes(path, "size")`, which returns 64-bit sizes.	Sources you have	`seek`), so file sizes come from `lfs.attributes(path, "size")`, which
hook state	dependency		A 1 MiB `read` takes 9 ms.	Sources you have	returns 64-bit sizes; a 1 MiB `read` takes 9 ms; a plain Lua loop runs
hook state	dependency		A plain Lua loop runs about 17 million simple iterations per second.	Sources you have	about 17 million simple iterations per second; `net.dostring_in(state,
net.dostring_in	dependency		`net.dostring_in(state, src)` returns the chunk's string and a boolean, with the error message and `false` on a Lua error.	Sources you have	src)` returns the chunk's string and a boolean, with the error message
net.dostring_in	dependency		`net.dostring_in` carries a 3 MB return in 18 ms.	Sources you have	and `false` on a Lua error, and carries a 3 MB return in 18 ms;
hook callbacks	dependency		`onSimulationFrame` fires at the main menu and in the Mission Editor.	Sources you have	`onSimulationFrame` fires at the main menu and in the Mission Editor,
hook callbacks	dependency		No callback fires during a mission load (`DcsApiEval.lua`, D36).	Sources you have	and no callback fires during a mission load (`DcsApiEval.lua`, D36).
terrain module	dependency		`require("terrain")` in the hook state returns the same C module the Mission Editor uses.	The hook-side `terrain` module is the primary extraction API	`require("terrain")` in the hook state returns the same C module
terrain module	dependency		At the main menu the module loads and `GetTerrainConfig("id")` returns nil.	The hook-side `terrain` module is the primary extraction API	`GetTerrainConfig("id")` returns nil
terrain module	dependency		With the Mission Editor open on a map every call answers, so the editor suffices for hook-side extraction.	The hook-side `terrain` module is the primary extraction API	enough for hook-side extraction
probe log	dependency		The probe log holds every measurement cited in the terrain-module section.	The hook-side `terrain` module is the primary extraction API	every measurement cited in this section
terrain module	interface		Terrain-module calls take flat scalars in DCS metres, `x` north and `y` meaning DCS z (east).	The hook-side `terrain` module is the primary extraction API	all taking flat scalars in
terrain.getheight	interface		`Terrain.GetHeight(x, z)` returns height in metres.	The hook-side `terrain` module is the primary extraction API	| `Terrain.GetHeight(x, z)` |
terrain.getheight	dependency		ED calls `GetHeight` at `me_utilities.lua:1288-1290`.	The hook-side `terrain` module is the primary extraction API	me_utilities.lua:1288-1290
terrain.isvisible	interface		`Terrain.isVisible(x1, alt1, z1, x2, alt2, z2)` returns a boolean LOS.	The hook-side `terrain` module is the primary extraction API	| boolean LOS |
terrain.isvisible	dependency		ED calls `isVisible` at `me_utilities.lua:1292-1294`.	The hook-side `terrain` module is the primary extraction API	me_utilities.lua:1292-1294
terrain.getclosestpointonroads	interface		`Terrain.getClosestPointOnRoads(typeRoad, x, z)` returns `x, z`.	The hook-side `terrain` module is the primary extraction API	`Terrain.getClosestPointOnRoads(typeRoad, x, z)`
terrain.getclosestpointonroads	dependency		ED calls `getClosestPointOnRoads` at `me_mission.lua:6488`.	The hook-side `terrain` module is the primary extraction API	me_mission.lua:6488
terrain.findpathonroads	interface		`Terrain.findPathOnRoads(typeRoad, x1, z1, x2, z2)` returns an array of `{x=, y=}` polyline points, or nil.	The hook-side `terrain` module is the primary extraction API	array of `{x=, y=}` polyline points, or nil
terrain.findpathonroads	dependency		ED calls `findPathOnRoads` at `me_mission.lua:6467` and consumes it at `me_exportToMiz.lua:1560-1567`.	The hook-side `terrain` module is the primary extraction API	me_exportToMiz.lua:1560-1567
terrain.findnearestpoint	interface		`Terrain.FindNearestPoint(x, z, 40000.0)` returns `x, z` as a legacy road-only fallback.	The hook-side `terrain` module is the primary extraction API	legacy road-only fallback
terrain.findnearestpoint	dependency		ED calls `FindNearestPoint` at `me_mission.lua:6490`.	The hook-side `terrain` module is the primary extraction API	me_mission.lua:6490
terrain.getobjectsatmappoint	interface		`Terrain.getObjectsAtMapPoint(x, z)` returns an array of scenery objects.	The hook-side `terrain` module is the primary extraction API	| array of scenery objects |
terrain.getobjectsatmappoint	dependency		ED calls `getObjectsAtMapPoint` at `me_contextMenu.lua:118`.	The hook-side `terrain` module is the primary extraction API	me_contextMenu.lua:118
terrain.getterrainconfig	interface		`Terrain.GetTerrainConfig(key)` returns a per-key value.	The hook-side `terrain` module is the primary extraction API	| `Terrain.GetTerrainConfig(key)` |
terrain.getterrainconfig	dependency		ED calls `GetTerrainConfig` at `me_terrainDATA.lua:19-34`.	The hook-side `terrain` module is the primary extraction API	me_terrainDATA.lua:19-34
typeroad	definition		`typeRoad` is `'roads'` or `'railroads'`.	The hook-side `terrain` module is the primary extraction API	`typeRoad` is `'roads'` or `'railroads'`
typeroad	dependency		The `typeRoad` values come from `me_exportToMiz.lua:1556-1558`.	The hook-side `terrain` module is the primary extraction API	`me_exportToMiz.lua:1556-1558`
terrain.getheight	dependency		`GetHeight` costs 0.0018 ms/call random and 0.00045 ms/call sequential on Caucasus.	The hook-side `terrain` module is the primary extraction API	0.0018 ms/call random, 0.00045 ms/call sequential
height sweep	behavior		A 50 m sweep of the Caucasus authored area (148 M cells) takes about two minutes.	The hook-side `terrain` module is the primary extraction API	50 m sweep of the Caucasus authored area (148 M cells)
terrain.getheight	dependency		Older 0.03 ms/call figures come from scattered mission-state `land.getHeight` calls.	The hook-side `terrain` module is the primary extraction API	Older measurements of 0.03 ms/call
height sweep	constraint		Plan on the sequential figure because the sweep accesses sequentially.	The hook-side `terrain` module is the primary extraction API	sequential access is what the sweep does
terrain.getsurfacetype	dependency		`GetSurfaceType(x, z)` returns a string: `land`, `sea`, `lake` or `river`.	The hook-side `terrain` module is the primary extraction API	`GetSurfaceType(x, z)` returns a **string**
terrain.getsurfacetype	dependency		The hook surface string has no road or runway class.	The hook-side `terrain` module is the primary extraction API	No road or runway class
terrain.getsurfacetype	dependency		`GetSurfaceType` costs 0.113 ms random and 0.00065 ms sequential.	The hook-side `terrain` module is the primary extraction API	0.113 ms random, 0.00065 ms sequential
surface sweep	constraint		Sweep surface row-major or it costs 170× more.	The hook-side `terrain` module is the primary extraction API	row-major or it costs 170× more
terrain.getsurfaceheightwithseabed	dependency		`GetSurfaceHeightWithSeabed(x, z)` returns `(height, 0)` on land and `(0, depth)` on sea with depth positive.	The hook-side `terrain` module is the primary extraction API	`(0, depth)` on sea with depth positive
terrain.getsurfaceheightwithseabed	definition		The seabed return is the third channel of the fill test; no layer stores the depth.	The hook-side `terrain` module is the primary extraction API	fill test; no layer stores the depth.
terrain.isvisible	dependency		`isVisible` is terrain-only: a 41 × 43 m warehouse at 0.5 m AGL does not block it.	The hook-side `terrain` module is the primary extraction API	warehouse between two points at 0.5 m AGL does not block it
offline los check	dependency		`isVisible` agrees with an offline straight-line check over `GetHeight` at 10 m on 300 of 300 pairs, 0.5 to 15 km, in hills.	The hook-side `terrain` module is the primary extraction API	an offline straight-line check over `GetHeight` at 10 m on 300 of 300
terrain.getobjectsatmappoint	dependency		`getObjectsAtMapPoint` is a point-in-footprint test returning nil unless the point lies inside an object's box.	The hook-side `terrain` module is the primary extraction API	is a point-in-footprint test (nil unless the
terrain.getobjectsatmappoint	dependency		`getObjectsAtMapPoint` costs 0.004 ms/call.	The hook-side `terrain` module is the primary extraction API	point is inside an object's box), 0.004 ms/call
scenery object hit	definition		A hit carries `id` (a string of digits), `model` (lower-case), `type`, `radius`, `rotation`, and four positional arrays `sizeOBB`, `center`, `boxMin` and `boxMax`.	The hook-side `terrain` module is the primary extraction API	`radius`, `rotation`, and four positional arrays: `sizeOBB[1], [2]`
scenery object hit	dependency		`type` values 65536, 65537 and 131072 have been seen.	The hook-side `terrain` module is the primary extraction API	(a string of digits), `model` (lower-case), `type` (65536, 65537 or 131072 seen),
scenery object hit	definition		`sizeOBB[1], [2]` is `w, d`; `center[1], [2]` is `x, z`; `boxMin` and `boxMax` are `[1], [2]` arrays.	The hook-side `terrain` module is the primary extraction API	(`w, d`), `center[1], [2]` (`x, z`), `boxMin[1], [2]`, `boxMax[1], [2]`.
scenery object hit	constraint		No hit field is keyed `x`, `z`, `w` or `d`.	The hook-side `terrain` module is the primary extraction API	No field is keyed `x`, `z`, `w` or `d`.
terrain.getobjectsatmappoint	constraint		Use `getObjectsAtMapPoint` to fetch a footprint for a known object, not to discover objects.	The hook-side `terrain` module is the primary extraction API	know about, not to discover objects
terrain.getclosestpointonroads	dependency		`getClosestPointOnRoads` costs 0.26 ms/call random.	The hook-side `terrain` module is the primary extraction API	`getClosestPointOnRoads` 0.26 ms/call random
terrain.findpathonroads	dependency		`findPathOnRoads` takes 16 ms for a 23 km, 161-vertex path with endpoints snapped to the road.	The hook-side `terrain` module is the primary extraction API	23 km, 161-vertex path, endpoints snapped to the road
getterrainconfig keys	dependency		ED uses keys `id`, `Airdromes`, `defaultcamera`, `SW_bound`, `NE_bound`, `defaultDateTime`, `standDescriptionVersion`, `SummerTimeDelta`, `defaultBullseye` and `seaEnabled`.	The hook-side `terrain` module is the primary extraction API	`GetTerrainConfig` keys ED uses: `id`, `Airdromes`, `defaultcamera`,
getterrainconfig keys	dependency		All `GetTerrainConfig` keys answer from the hook.	The hook-side `terrain` module is the primary extraction API	`SummerTimeDelta`, `defaultBullseye`, `seaEnabled`. All answer from the hook
sw_bound/ne_bound	definition		`SW_bound` and `NE_bound` are `{x_km, 0, z_km}`.	The hook-side `terrain` module is the primary extraction API	`SW_bound` and `NE_bound` are `{x_km, 0, z_km}`
sw_bound/ne_bound	dependency		ED reads `[1]` as x and `[3]` as z and multiplies by 1000 at `me_map_window.lua:908-921`.	The hook-side `terrain` module is the primary extraction API	`me_map_window.lua:908-921`
bounds rectangle	dependency		Caucasus gives SW (−600, −560) km and NE (380, 1130) km.	The hook-side `terrain` module is the primary extraction API	Caucasus gives SW (−600, −560) km, NE (380,
bounds rectangle	definition		The bounds rectangle is the raster rectangle (Caucasus 980 × 1690 km), not the authored hull.	The hook-side `terrain` module is the primary extraction API	980 × 1690 km, not the authored hull
authored hull	definition		The authored hull is `nodesMapBorders` in `entry.lua` where present.	The hook-side `terrain` module is the primary extraction API	The authored hull is `nodesMapBorders` in `entry.lua` where present
authored hull	dependency		Only the Caucasus `nodesMapBorders` bounds the authored area: x −418.6..26.4 km, z 113.7..943.2 km.	The hook-side `terrain` module is the primary extraction API	authored area (x −418.6..26.4 km, z 113.7..943.2 km); elsewhere the
authored hull	dependency		The other seven theatres ship `nodesMapBorders` in `MissionGenerator/nodesMap.lua`, where it is the node-map image extent and not the hull.	The hook-side `terrain` module is the primary extraction API	`MissionGenerator/nodesMap.lua`, where it is the node-map image extent
authored hull	dependency		Afghanistan's `nodesMapBorders` equals its bounds rectangle and Cold War Germany's exceeds it.	The hook-side `terrain` module is the primary extraction API	Germany's exceeds it **[install]**). Only the Caucasus value bounds the
authored hull	behavior		Where `nodesMapBorders` does not bound the authored area, the extractor's pre-sweep finds the hull (Geometry facts).	The hook-side `terrain` module is the primary extraction API	extractor's pre-sweep finds the hull (Geometry facts).
airdromes entry	definition		`Airdromes` is a table keyed by the numeric airdrome id (Kutaisi 25, Batumi 22).	The hook-side `terrain` module is the primary extraction API	`Airdromes` is a table keyed by the numeric airdrome id (Kutaisi 25,
airdromes entry	dependency		The `Airdromes` table key is the same number `Airbase:getID()` returns in the mission state.	The hook-side `terrain` module is the primary extraction API	Batumi 22; the same number `Airbase:getID()` returns in the mission
airdromes entry	definition		Each `Airdromes` entry carries `id` (a string name, `"KUTAISI"`), `code` (ICAO), `display_name` and `names`.	The hook-side `terrain` module is the primary extraction API	state). Each entry carries `id` (a string name, `"KUTAISI"`), `code`
airdromes entry	definition		`reference_point` is `{x, y}` with `y` meaning z; `reference_point_geo` is `{lat, lon}`.	The hook-side `terrain` module is the primary extraction API	`reference_point` (`{x, y}`, `y` is z), `reference_point_geo`
airdromes entry	definition		An entry carries `runways`, `runwayName`, and `beacons` and `radio` as beaconId lists.	The hook-side `terrain` module is the primary extraction API	`runways`, `runwayName`, `beacons` and `radio` (beaconId
airdromes entry	definition		`towers`, `warehouses`, `fueldepots` and `shelters` hold `"externalId:NNN"` strings.	The hook-side `terrain` module is the primary extraction API	`towers`, `warehouses`, `fueldepots`, `shelters`
airdromes entry	definition		`roadnet` and `roadnet5` are paths to the airfield `.rn4`/`.rn5`.	The hook-side `terrain` module is the primary extraction API	(`"externalId:NNN"` strings), `roadnet` and `roadnet5` (paths to the
airdromes entry	definition		An entry carries `civilian`, `abandoned` and `class`.	The hook-side `terrain` module is the primary extraction API	`civilian`, `abandoned`, `class`
airdromes entry	constraint		Prefer `reference_point` over `Airbase:getPoint()`, which is wrong for some FOBs.	The hook-side `terrain` module is the primary extraction API	`Airbase:getPoint()`, which is wrong for some FOBs
airdromes entry	behavior		The extract records `abandoned`; consumers skip entries with `abandoned == true` as ED's editor does.	The hook-side `terrain` module is the primary extraction API	`abandoned`; consumers skip entries with `abandoned == true` as ED's own
land api	constraint		Use the mission-scripting API only for `land.getSurfaceType` and `world.searchObjects`.	The mission-scripting `land` and `world` API is secondary	Use it for two things only
land.getsurfacetype	dependency		`land.getSurfaceType` gives the integer enum with `ROAD = 4` and `RUNWAY = 5`, which the hook string lacks.	The mission-scripting `land` and `world` API is secondary	`RUNWAY = 5`, which the hook string lacks
land api	interface		Reach the mission state with `net.dostring_in("server", ...)` from the hook or `dcs_eval_in` with `state: "server"`.	The mission-scripting `land` and `world` API is secondary	`net.dostring_in("server", ...)` from the hook
land api	dependency		`land.*` takes Vec2/Vec3 tables, so the `y`-means-z trap applies there and nowhere in the terrain module.	The mission-scripting `land` and `world` API is secondary	the `y`-means-z trap
world.searchobjects	interface		`world.searchObjects(Object.Category.SCENERY, {id = world.VolumeType.SPHERE, params = {point = vec3, radius = r}}, callback, acc)` enumerates scenery in the volume.	The mission-scripting `land` and `world` API is secondary	`world.searchObjects(Object.Category.SCENERY, {id = world.VolumeType.SPHERE,
world.searchobjects	dependency		It returns 50 196 objects in a 20 km sphere around Kutaisi in 134 ms.	The mission-scripting `land` and `world` API is secondary	objects in a 20 km sphere around Kutaisi in 134 ms
world.searchobjects	dependency		It returns 919 641 objects, the whole Caucasus, in a 600 km sphere in 1.34 s.	The mission-scripting `land` and `world` API is secondary	whole Caucasus, in a 600 km sphere in 1.34 s
scenery object	dependency		`obj:getTypeName()` is the uppercase model name and `obj:getPoint()` the position.	The mission-scripting `land` and `world` API is secondary	`obj:getTypeName()` is the
scenery object	dependency		`obj:getDesc()` has `life`, `category`, `typeName` and `displayName`.	The mission-scripting `land` and `world` API is secondary	`life`, `category`, `typeName`, `displayName`
scenery object	dependency		A scenery object has no `getID`; `obj:getName()` returns its numeric id as a Lua number (70741507).	The mission-scripting `land` and `world` API is secondary	`getID`; `obj:getName()` returns its numeric id as a Lua number
scenery object	dependency		`getObjectsAtMapPoint` returns the same id as a Lua string (`"70741507"`), so the two APIs join on the digits.	The mission-scripting `land` and `world` API is secondary	string (`"70741507"`) **[measured]**, so the two APIs join on the
scenery object	constraint		A comparison of scenery ids across the two APIs must `tostring` both sides.	The mission-scripting `land` and `world` API is secondary	digits and a comparison must `tostring` both sides. The mission state
world.searchobjects	dependency		The mission state does not return every object the hook sees.	The mission-scripting `land` and `world` API is secondary	does not return every object the hook sees: objects whose hook `type`
world.searchobjects	dependency		Objects whose hook `type` is 131072 (`wire`, `powertranspole_rail_01`, `kran-stroi`, `kran_bash`, and `concrete_wall_01` by its absence from the whole-theatre catalogue) are invisible to `world.searchObjects` in every category.	The mission-scripting `land` and `world` API is secondary	is 131072 (`wire`, `powertranspole_rail_01`, `kran-stroi`,
world.searchobjects	dependency		Every `type` 65536 and 65537 object is found by `world.searchObjects` (74 of 74 in 9 km² of Kutaisi).	The mission-scripting `land` and `world` API is secondary	(74 of 74 in 9 km² of Kutaisi) **[measured]**. Wires, walls and cranes
scenery extraction	constraint		Wires, walls and cranes are absent from the dataset.	The mission-scripting `land` and `world` API is secondary	are therefore absent from the dataset; they do not block DCS's own
scenery extraction	dependency		Wires, walls and cranes do not block DCS's own line of sight and a heliport clears them, so nothing in the design depends on them.	The mission-scripting `land` and `world` API is secondary	line of sight and a heliport clears them, so nothing in the design
wall class	definition		The `wall` class exists for theatres that may expose wires, walls and cranes.	The mission-scripting `land` and `world` API is secondary	depends on them, and the `wall` class exists for theatres that may
land.getsurfacetype	dependency		`land.getSurfaceType({x=, y=z})` costs 0.00075 ms/call sequential and 0.078 ms scattered.	The mission-scripting `land` and `world` API is secondary	0.00075 ms/call sequential, 0.078 ms scattered
land.getheight	dependency		`land.getHeight` sequential costs 0.00045 ms, the same as the hook call.	The mission-scripting `land` and `world` API is secondary	`land.getHeight` sequential costs the same as the hook call
vegetation	dependency		Trees are not reachable through any API.	The mission-scripting `land` and `world` API is secondary	**Trees are not reachable.**
vegetation	dependency		Wooded hillsides return zero scenery objects by both methods.	The mission-scripting `land` and `world` API is secondary	Wooded hillsides return zero scenery objects
land.getip	dependency		`land.getIP` cast downward returns exactly `getHeight` in woods, in a city and at a warehouse's origin.	The mission-scripting `land` and `world` API is secondary	`land.getIP` cast downward returns exactly `getHeight` in woods
building los	dependency		`land.isVisible` and `terrain.isVisible` ignore buildings.	The mission-scripting `land` and `world` API is secondary	`terrain.isVisible` ignore buildings
vegetation	dependency		No API in `scripting`, `hook`, `gui`, `export` or `config` names vegetation.	The mission-scripting `land` and `world` API is secondary	`export` or `config` names vegetation
vegetation	nongoal		Vegetation is out of the dataset.	The mission-scripting `land` and `world` API is secondary	Vegetation is out of the dataset
land cover	definition		Land cover for siting comes from terrain morphology (TPI, slope, roughness) and building density.	The mission-scripting `land` and `world` API is secondary	cover for siting comes from terrain morphology
land.profile	dependency		`land.profile(vec3, vec3)` returns irregularly spaced points, median 60 m, range 0.2 to 290 m.	The mission-scripting `land` and `world` API is secondary	`land.profile(vec3, vec3)` returns irregularly spaced points
land.profile	dependency		Its heights differ from `getHeight` by up to 1.9 m, from a coarser mesh, at 5 ms per 10 km.	The mission-scripting `land` and `world` API is secondary	from a coarser mesh, 5 ms per 10 km
land.profile	nongoal		`land.profile` is not the height posts and is not used.	The mission-scripting `land` and `world` API is secondary	It is not the height posts and is not
terrain container	dependency		Every terrain binary has bytes 0-3 version `2`, bytes 4-7 header size `0x30` and bytes 8-15 payload size.	The map files	bytes 0-3 version
terrain container	dependency		Offset `0x20` holds a length-prefixed class name.	The map files	`0x20` a length-prefixed class name
surface5 file	dependency		`landscape5::Surface5File` is the class of `Surface/<Map>.surface5`.	The map files	`landscape5::Surface5File`
scn5 file	dependency		`landscape5::Scene5File` is `Scenes/<Map>.scn5` and lists scenery model names in plain text near the head.	The map files	which lists scenery model names in plain text near the head
rn4 file	dependency		`landscape4::lRoadNetwork` is the class of both `roads/<Map>.rn4` and `AirfieldsTaxiways/<Airfield>.rn4`.	The map files	`landscape4::lRoadNetwork` (both `roads/<Map>.rn4` and
routes file	dependency		`landscape4::lRoutesFile` is the class of `roads/<Map>.routes`.	The map files	`landscape4::lRoutesFile`
rn4 file	dependency		The map-wide road network is `Mods/terrains/<Map>/roads/<Map>.rn4` (Caucasus 203 MB, Syria 2.3 GB).	The map files	(Caucasus 203 MB, Syria 2.3 GB)
rn4 file	dependency		`getStandList` and `getRunwayList` parse airfield files of the same class on demand.	The map files	`getStandList` and `getRunwayList`
known-plaintext oracle	definition		The oracle hands the engine a copied file, finds returned coordinates in the bytes, flips one and watches which output moves.	The map files	floats in the bytes, flip one, feed it back, watch which output moves
map lua files	dependency		`MissionGenerator/nodes.lua` holds named regions with positions and `Map/towns.lua` town names with lat/lon.	The map files	`MissionGenerator/nodes.lua` (named regions with
notinstances.lua	dependency		`notInstances.lua` lists scenery instance ids the map suppresses, ED's own scenery-removal mechanism.	The map files	(scenery instance ids the map suppresses
map lua files	dependency		`beacons.lua`, `radio.lua` and `entry.lua` are plain Lua beside the binaries.	The map files	`beacons.lua`, `radio.lua`, `entry.lua`
terrain.cfg.lua	dependency		`terrain.cfg.lua` is encrypted as `.pak.crypt`.	The map files	`terrain.cfg.lua` is
earth shape	dependency		`getTerrainShpare()` returns `"FLAT"`, so there is no earth curvature.	Geometry facts	`getTerrainShpare()` returns `"FLAT"`
offline los check	behavior		Offline line-of-sight over the extracted heightfield reproduces DCS's model up to interpolation detail.	Geometry facts	model up to interpolation detail
dcs axes	definition		DCS x is north, z is east, in metres.	Geometry facts	z is east, metres. Every installed theatre
projection	dependency		Every installed theatre is a transverse Mercator on WGS84 with `k_0 = 0.9996` and an integer `lon_0`.	Geometry facts	transverse Mercator on WGS84 with `k_0 = 0.9996` and an integer
projection	dependency		The projection is exact to 0.000 m on 20 points per map.	Geometry facts	exact to 0.000 m on 20 points per map
projection	dependency		Afghanistan: `lon_0` 63, easting offset 300150, northing offset 3759657.	Geometry facts	| Afghanistan | 63 | 300150 | 3759657 |
projection	dependency		Caucasus: `lon_0` 33, easting offset 99517, northing offset 4998115.	Geometry facts	| Caucasus | 33 | 99517 | 4998115 |
projection	dependency		Cold War Germany (`GermanyCW`): `lon_0` 21, easting offset −35427.62, northing offset 6061633.128.	Geometry facts	| 21 | −35427.62 | 6061633.128 |
projection	dependency		Marianas (`MarianaIslands`): `lon_0` 147, easting offset −238418, northing offset 1491840.	Geometry facts	| Marianas (`MarianaIslands`) | 147 |
projection	dependency		Marianas WWII (`MarianaIslandsWWII`): `lon_0` 147, easting offset −238418, northing offset 1491840.	Geometry facts	| Marianas WWII (`MarianaIslandsWWII`) | 147 |
projection	dependency		Persian Gulf (`PersianGulf`): `lon_0` 57, easting offset −75756, northing offset 2894933.	Geometry facts	| 57 | −75756 | 2894933 |
projection	dependency		Sinai (`SinaiMap`): `lon_0` 33, easting offset −169222, northing offset 3325313.	Geometry facts	| 33 | −169222 | 3325313 |
projection	dependency		Syria: `lon_0` 39, easting offset −282801, northing offset 3879866.	Geometry facts	| Syria | 39 | −282801 | 3879866 |
proj string	behavior		Negating both offsets into `+x_0` and `+y_0` makes PROJ's forward direction emit `(z_dcs, x_dcs)`.	Geometry facts	emits `(z_dcs, x_dcs)`
proj string	definition		Afghanistan's string is `+proj=tmerc +lat_0=0 +lon_0=63 +k_0=0.9996 +x_0=-300150 +y_0=-3759657 +datum=WGS84 +units=m`.	Geometry facts	`+proj=tmerc +lat_0=0 +lon_0=63 +k_0=0.9996 +x_0=-300150 +y_0=-3759657
